# time;scaled;deconvolved;regularized;uncertainty(k=1)
0.000000000000000000e+00;-4.621520516182988104e+03;-2.934591661659593683e+03;4.539705859409646109e+03;1.784095821631822328e+05
2.000000000000000125e-09;1.604222041862281912e+04;2.625351450275987736e+04;1.836576843089709291e+04;1.784142523607214389e+05
4.000000000000000249e-09;-1.935760301531743153e+02;-6.850320725733618929e+03;-1.883743593578110449e+03;1.784096539693259401e+05
6.000000000000000787e-09;6.448576855930805323e+03;3.578476039433619007e+03;1.682099429897600203e+03;1.784108560263598338e+05
8.000000000000000498e-09;1.651282760506287559e+03;-6.238805287423660047e+03;-4.363116217172835604e+03;1.784081900594176841e+05
1.000000000000000021e-08;7.555208741879377158e+03;4.598315850262413733e+03;3.922683533039031317e+03;1.784120957761253521e+05
1.200000000000000157e-08;8.662312941906453489e+03;5.156504988180365217e+03;5.224688555759239534e+03;1.784222602428880928e+05
1.400000000000000129e-08;1.087652134196061888e+04;9.033741156531483284e+03;6.805082621631213442e+03;1.784222979822518537e+05
1.600000000000000100e-08;-2.776661725523526457e+03;-1.221209395837844932e+04;-1.066651481064607106e+04;1.784155856125013379e+05
1.800000000000000236e-08;-4.621520516182988104e+03;-7.712200679371177102e+03;-4.892145920079173266e+03;1.784070520140498120e+05
2.000000000000000042e-08;2.020632369900991307e+03;6.393164080145637854e+03;2.653341969950059138e+03;1.784092061899073597e+05
2.200000000000000178e-08;-3.514416316155911773e+03;5.738550571967716678e+02;3.488491184589046043e+03;1.784152744937708776e+05
2.400000000000000315e-08;2.389509665217177826e+03;1.147813211116413004e+04;8.727771114338851476e+03;1.784202707734272990e+05
2.600000000000000121e-08;-1.935760301531743153e+02;7.342280401090538362e+03;9.498180883594441184e+03;1.784235626373034320e+05
2.800000000000000257e-08;3.865491160560453409e+03;1.232581644201112249e+04;8.724124256927534589e+03;1.784124543052552326e+05
3.000000000000000394e-08;-6.097502011526264141e+03;-4.423228427432768513e+03;2.855829877944961481e+02;1.784104274404503813e+05
3.200000000000000199e-08;6.079227246536101120e+03;1.542953225866411594e+04;1.280966027442984341e+04;1.784252156668994867e+05
