# time;scaled;deconvolved;regularized;uncertainty(k=1)
0.000000000000000000e+00;-3.873161392771110513e+03;-4.447341355190641480e+03;-3.850623204948090006e+03;7.181619803856786166e+04
2.000000000000000125e-09;-5.139502910457525104e+03;-6.838641442526015453e+03;-6.249804896945744986e+03;7.181714920545986388e+04
4.000000000000000249e-09;-4.847260662012418834e+03;-6.713972893838858909e+03;-6.867372674909536727e+03;7.181776099130895454e+04
6.000000000000000787e-09;-5.431620482175479992e+03;-7.646790751770954557e+03;-6.940991787809617563e+03;7.181764821266155923e+04
8.000000000000000498e-09;-2.704317075717834086e+03;-3.751735831281519495e+03;-4.192632623306591995e+03;7.181704868986057409e+04
1.000000000000000021e-08;-3.483546620420020645e+03;-3.865429484762164520e+03;-4.305968029937357642e+03;7.181637416159590066e+04
1.200000000000000157e-08;-4.165403641216219512e+03;-4.780721636296511861e+03;-3.910096018422540965e+03;7.181577163100558391e+04
1.400000000000000129e-08;-9.511129385014963873e+02;2.143637794812093489e+00;-1.152744128743797916e+02;7.181508632458302600e+04
1.600000000000000100e-08;6.073461509028734326e+02;3.225704909992753528e+03;1.915487543240000377e+03;7.181425605081317190e+04
1.800000000000000236e-08;-3.483546620420020645e+03;-1.727260181803067326e+03;-1.601104864878958324e+03;7.181358108345021901e+04
2.000000000000000042e-08;-4.944633185918402887e+03;-4.329648323170811636e+03;-3.614171278927795811e+03;7.181345092875919363e+04
2.200000000000000178e-08;-4.555018413567309835e+03;-4.002402282415176160e+03;-4.240466337011239375e+03;7.181387704059516545e+04
2.400000000000000315e-08;-5.236875434363509157e+03;-5.366669122190724920e+03;-5.271935884121486197e+03;7.181440078679629369e+04
2.600000000000000121e-08;-5.723862730620586262e+03;-6.526542867856296652e+03;-6.452343043101369403e+03;7.181452736269000161e+04
2.800000000000000257e-08;-5.431620482175479992e+03;-6.855045594955191518e+03;-6.372617729738420167e+03;7.181425396836973960e+04
3.000000000000000394e-08;-3.386174096514033408e+03;-4.392264320868089271e+03;-4.755575996387946361e+03;7.181403817770186288e+04
3.200000000000000199e-08;-3.775788868865126460e+03;-4.932586074064638524e+03;-5.011886427253543843e+03;7.181427307699449011e+04
3.400000000000000005e-08;-2.119957255554772928e+03;-3.342071010405779816e+03;-2.044718425846251421e+03;7.181490894025782472e+04
3.600000000000000472e-08;3.139904509548550323e+03;4.745919371215780302e+03;2.678396697573254642e+03;7.181562973289817455e+04
3.800000000000000278e-08;-7.562432139623742842e+02;3.259689973270215546e+02;9.971403971727778526e+02;7.181618109643967182e+04
4.000000000000000084e-08;5.099736269968895499e+02;2.138543059254312539e+03;1.940304896174282476e+03;7.181649492073043075e+04
4.200000000000000551e-08;-9.511129385014963873e+02;1.020969500911327600e+03;9.933038400182194891e+02;7.181651608759869123e+04
4.400000000000000357e-08;-8.537404145955090371e+02;1.186593959989957511e+03;1.349437285570063978e+03;7.181612353281916876e+04
4.600000000000000162e-08;-1.535472758664557432e+03;8.349813439926656429e+02;4.742461564884069958e+02;7.181525740335980663e+04
4.800000000000000630e-08;-2.509572027905862797e+03;-7.628998385562808835e+02;-4.149286055674092495e+02;7.181411457111300842e+04
5.000000000000000435e-08;-2.801814276350972250e+03;-1.248645907745827571e+03;-1.644195287053036964e+03;7.181307276856662065e+04
5.200000000000000241e-08;-4.847260662012418834e+03;-4.640495779756762204e+03;-4.560425385392183671e+03;7.181240740126073069e+04
5.400000000000000047e-08;-5.334247958269495939e+03;-6.645714216304273577e+03;-5.262238924403805868e+03;7.181207150276082393e+04
