Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
9.210000e+01, 1.162708e-08, 7.711384e-10, 5.560595e-18, 5.346720e-18, 8.116062e-20, -1.586715e+02, 1.165262e-08, 2.360165e-09, 6.622563e-02, 1.982542e-01, 1.216474e-02 
9.220000e+01, 1.241624e-08, 9.390191e-10, 7.010742e-18, 7.035471e-18, -2.170893e-19, -1.580954e+02, 1.245170e-08, 2.641635e-09, 7.548460e-02, 2.135104e-01, -3.029498e-02 
9.230000e+01, 1.307249e-08, 5.059775e-10, 7.314356e-18, 7.728315e-18, -3.318852e-19, -1.576663e+02, 1.308228e-08, 2.699874e-09, 3.868621e-02, 2.128439e-01, -4.188667e-02 
9.240000e+01, 1.249931e-08, 1.639210e-10, 6.190852e-18, 6.171964e-18, 2.260465e-20, -1.580615e+02, 1.250038e-08, 2.488261e-09, 1.311365e-02, 1.987319e-01, 3.615559e-03 
9.250000e+01, 1.090596e-08, 5.320438e-10, 6.035099e-18, 5.980079e-18, -2.420000e-20, -1.592364e+02, 1.091893e-08, 2.456138e-09, 4.874604e-02, 2.240081e-01, -4.454878e-03 
9.260000e+01, 1.227013e-08, -3.937765e-10, 5.893449e-18, 6.034345e-18, -6.298578e-20, -1.582185e+02, 1.227645e-08, 2.428504e-09, -3.208127e-02, 2.000285e-01, -1.129754e-02 
9.270000e+01, 1.139538e-08, -4.553033e-10, 6.047103e-18, 6.364071e-18, -8.689760e-20, -1.588585e+02, 1.140447e-08, 2.460598e-09, -3.993384e-02, 2.210744e-01, -1.600079e-02 
9.280000e+01, 1.169191e-08, 1.592902e-12, 5.499431e-18, 5.633224e-18, -1.736215e-20, -1.586423e+02, 1.169191e-08, 2.345086e-09, 1.362397e-04, 2.029987e-01, -3.116089e-03 
9.290000e+01, 1.156910e-08, 9.045832e-11, 5.613711e-18, 5.433595e-18, 4.623314e-21, -1.587337e+02, 1.156945e-08, 2.369340e-09, 7.818800e-03, 2.014783e-01, 5.820321e-04 
9.300000e+01, 1.192556e-08, -3.179578e-11, 5.929408e-18, 5.853372e-18, -2.958523e-20, -1.584704e+02, 1.192560e-08, 2.435070e-09, -2.666181e-03, 2.028696e-01, -4.987397e-03 
9.310000e+01, 1.180676e-08, 1.291671e-09, 5.664215e-18, 5.593787e-18, -1.154067e-20, -1.585057e+02, 1.187720e-08, 2.379262e-09, 1.089676e-01, 1.991902e-01, -3.354371e-03 
9.320000e+01, 1.196795e-08, 4.576077e-10, 7.006452e-18, 7.174800e-18, -1.484606e-19, -1.584333e+02, 1.197670e-08, 2.644875e-09, 3.821748e-02, 2.238223e-01, -1.997177e-02 
9.330000e+01, 1.103173e-08, 3.691771e-11, 5.491613e-18, 5.461290e-18, 2.441428e-20, -1.591471e+02, 1.103179e-08, 2.343454e-09, 3.346490e-03, 2.118337e-01, 4.439436e-03 
9.340000e+01, 1.171862e-08, -3.391022e-10, 6.363383e-18, 6.223713e-18, 1.451437e-19, -1.586188e+02, 1.172353e-08, 2.520887e-09, -2.892897e-02, 2.129429e-01, 2.366648e-02 
9.350000e+01, 1.094430e-08, 4.255613e-10, 5.735090e-18, 5.431837e-18, -1.644789e-20, -1.592097e+02, 1.095257e-08, 2.394443e-09, 3.886471e-02, 2.128270e-01, -5.047469e-03 
9.360000e+01, 1.113065e-08, -6.904208e-10, 5.824072e-18, 5.621249e-18, 1.046979e-19, -1.590529e+02, 1.115204e-08, 2.410468e-09, -6.194942e-02, 2.128586e-01, 2.034747e-02 
9.370000e+01, 1.193098e-08, 2.932594e-10, 5.669530e-18, 5.756246e-18, 7.309478e-20, -1.584639e+02, 1.193458e-08, 2.381842e-09, 2.457471e-02, 2.009671e-01, 1.315245e-02 
9.380000e+01, 1.099482e-08, -2.714978e-10, 5.527443e-18, 5.583274e-18, 6.266085e-20, -1.591736e+02, 1.099817e-08, 2.350401e-09, -2.468823e-02, 2.149032e-01, 1.101776e-02 
9.390000e+01, 1.114555e-08, -3.634039e-10, 5.908154e-18, 5.496639e-18, 9.709588e-21, -1.590534e+02, 1.115147e-08, 2.430449e-09, -3.259374e-02, 2.102610e-01, 4.052186e-03 
9.400000e+01, 1.061360e-08, 3.128572e-10, 5.571673e-18, 5.538413e-18, 6.912218e-20, -1.594790e+02, 1.061821e-08, 2.361295e-09, 2.946848e-02, 2.215556e-01, 1.224528e-02 
9.410000e+01, 1.041465e-08, -6.688148e-10, 6.309938e-18, 5.880236e-18, -1.203689e-19, -1.596292e+02, 1.043610e-08, 2.514671e-09, -6.413059e-02, 2.320893e-01, -1.508810e-02 
9.420000e+01, 1.053198e-08, -3.056395e-10, 6.276556e-18, 5.797494e-18, 1.255752e-19, -1.595461e+02, 1.053641e-08, 2.503771e-09, -2.901199e-02, 2.286731e-01, 2.308379e-02 
9.430000e+01, 1.164449e-08, -5.015403e-11, 6.434865e-18, 5.904503e-18, 3.538446e-19, -1.586775e+02, 1.164460e-08, 2.536101e-09, -4.307077e-03, 2.087275e-01, 5.777242e-02 
