Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
1.400000e+00, 3.536493e-08, 4.902976e-09, 1.830800e-18, 1.559572e-18, 3.138326e-20, -1.489459e+02, 3.570319e-08, 1.354335e-09, 1.377613e-01, 3.493966e-02, -3.962296e-03 
1.500000e+00, 3.572326e-08, 4.390931e-09, 1.941341e-18, 1.343040e-18, -4.868998e-20, -1.488759e+02, 3.599210e-08, 1.385873e-09, 1.223017e-01, 3.244576e-02, -7.395305e-02 
1.600000e+00, 3.591799e-08, 4.262574e-09, 1.785875e-18, 1.246020e-18, 3.163814e-20, -1.488330e+02, 3.617004e-08, 1.336332e-09, 1.181227e-01, 3.086240e-02, -2.173186e-02 
1.700000e+00, 3.606645e-08, 3.626509e-09, 1.639183e-18, 1.277492e-18, 1.466073e-19, -1.488142e+02, 3.624832e-08, 1.290252e-09, 1.002139e-01, 3.086748e-02, 7.458021e-02 
1.800000e+00, 3.656754e-08, 3.242335e-09, 1.443048e-18, 9.467209e-19, 7.508274e-20, -1.487041e+02, 3.671100e-08, 1.205150e-09, 8.843575e-02, 2.637315e-02, 2.592269e-02 
1.900000e+00, 3.593900e-08, 2.743533e-09, 1.422346e-18, 9.486702e-19, 4.042539e-20, -1.488634e+02, 3.604357e-08, 1.194043e-09, 7.619083e-02, 2.697442e-02, 3.451344e-03 
2.000000e+00, 3.602234e-08, 2.404292e-09, 1.314785e-18, 8.715264e-19, 1.112098e-19, -1.488493e+02, 3.610249e-08, 1.152215e-09, 6.664562e-02, 2.566769e-02, 7.564671e-02 
2.100000e+00, 3.569158e-08, 2.373038e-09, 1.249723e-18, 7.751343e-19, 3.153584e-20, -1.489295e+02, 3.577038e-08, 1.118843e-09, 6.638962e-02, 2.457987e-02, -1.596077e-04 
2.200000e+00, 3.556553e-08, 2.104954e-09, 1.196239e-18, 6.653981e-19, 5.945986e-20, -1.489642e+02, 3.562777e-08, 1.096084e-09, 5.911627e-02, 2.280665e-02, 3.114279e-02 
2.300000e+00, 3.590145e-08, 2.067684e-09, 1.189239e-18, 6.758886e-19, 1.412796e-20, -1.488834e+02, 3.596094e-08, 1.090488e-09, 5.752978e-02, 2.286286e-02, -1.721374e-02 
2.400000e+00, 3.576112e-08, 1.534400e-09, 1.078251e-18, 5.858769e-19, 5.519308e-20, -1.489238e+02, 3.579402e-08, 1.040228e-09, 4.288063e-02, 2.131430e-02, 4.271942e-02 
2.500000e+00, 3.594859e-08, 1.339044e-09, 1.083812e-18, 6.063553e-19, 9.422574e-20, -1.488803e+02, 3.597352e-08, 1.044107e-09, 3.723165e-02, 2.153254e-02, 9.422314e-02 
2.600000e+00, 3.565459e-08, 1.098277e-09, 9.997165e-19, 4.828982e-19, 4.680572e-20, -1.489536e+02, 3.567150e-08, 1.001053e-09, 3.079351e-02, 1.943250e-02, 4.440361e-02 
2.700000e+00, 3.542779e-08, 1.024011e-09, 9.122343e-19, 4.324386e-19, 3.684339e-20, -1.490095e+02, 3.544259e-08, 9.560135e-10, 2.889613e-02, 1.851687e-02, 3.653920e-02 
2.800000e+00, 3.595803e-08, 9.633186e-10, 9.221657e-19, 3.999612e-19, 3.529532e-20, -1.488810e+02, 3.597093e-08, 9.610832e-10, 2.678368e-02, 1.754822e-02, 3.505227e-02 
2.900000e+00, 3.529481e-08, 1.075809e-09, 8.931080e-19, 3.568035e-19, 4.412739e-20, -1.490418e+02, 3.531120e-08, 9.462018e-10, 3.047122e-02, 1.686418e-02, 4.918509e-02 
3.000000e+00, 3.578694e-08, 1.553033e-09, 8.539491e-19, 4.604761e-19, 7.102467e-20, -1.489173e+02, 3.582062e-08, 9.270180e-10, 4.336943e-02, 1.883227e-02, 8.589472e-02 
3.100000e+00, 3.599326e-08, 8.146732e-10, 8.859365e-19, 3.573720e-19, 4.090839e-20, -1.488734e+02, 3.600248e-08, 9.420811e-10, 2.263018e-02, 1.656783e-02, 5.144556e-02 
