Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
9.360000e+01, 1.302000e-09, -5.590000e-10, 7.679400e-19, 7.709760e-19, -9.813880e-21, -1.769730e+02, 1.416928e-09, 8.806406e-10, -4.055405e-01, 6.166304e-01, -1.021474e-02 
9.370000e+01, 1.257000e-09, -6.085000e-10, 6.850510e-19, 6.926110e-19, -9.132170e-21, -1.770989e+02, 1.396539e-09, 8.328561e-10, -4.508381e-01, 5.922145e-01, -1.252814e-02 
9.380000e+01, 1.300000e-09, -4.840000e-10, 7.195640e-19, 6.982110e-19, 1.472120e-20, -1.771574e+02, 1.387176e-09, 8.410335e-10, -3.564082e-01, 6.076193e-01, 2.555984e-02 
9.390000e+01, 1.221000e-09, -5.932000e-10, 8.487270e-19, 8.057340e-19, -9.976470e-22, -1.773454e+02, 1.357471e-09, 9.172248e-10, -4.522485e-01, 6.642895e-01, 1.968549e-02 
9.400000e+01, 1.224000e-09, -5.626000e-10, 8.143150e-19, 8.496830e-19, 3.901200e-20, -1.774120e+02, 1.347106e-09, 8.893122e-10, -4.308420e-01, 6.936424e-01, 1.441905e-02 
9.410000e+01, 1.241000e-09, -6.189000e-10, 8.272740e-19, 8.616340e-19, 1.835950e-21, -1.771599e+02, 1.386765e-09, 9.124972e-10, -4.626157e-01, 6.672661e-01, -1.494377e-02 
9.420000e+01, 1.202000e-09, -5.141000e-10, 7.454070e-19, 7.604480e-19, -1.195890e-21, -1.776723e+02, 1.307327e-09, 8.652154e-10, -4.041586e-01, 6.656373e-01, -8.320047e-03 
9.430000e+01, 1.178000e-09, -5.763000e-10, 7.546550e-19, 7.384420e-19, -8.160790e-21, -1.776452e+02, 1.311414e-09, 8.706129e-10, -4.549857e-01, 6.537963e-01, 1.863640e-03 
9.440000e+01, 1.204000e-09, -4.691000e-10, 8.227790e-19, 8.124030e-19, 2.453490e-21, -1.777737e+02, 1.292157e-09, 9.054014e-10, -3.715244e-01, 6.988404e-01, 6.502838e-03 
9.450000e+01, 1.154000e-09, -4.854000e-10, 8.257530e-19, 8.175830e-19, -2.069480e-22, -1.780484e+02, 1.251930e-09, 9.081149e-10, -3.981582e-01, 7.227241e-01, 3.377504e-03 
9.460000e+01, 1.080000e-09, -5.657000e-10, 8.045980e-19, 8.189980e-19, -7.529280e-20, -1.782786e+02, 1.219187e-09, 9.325196e-10, -4.825029e-01, 7.122235e-01, -6.025579e-02 
9.470000e+01, 1.200000e-09, -6.232000e-10, 7.488450e-19, 7.519780e-19, 2.143120e-21, -1.773793e+02, 1.352175e-09, 8.647296e-10, -4.789944e-01, 6.417759e-01, -6.503594e-05 
9.480000e+01, 1.162000e-09, -6.322000e-10, 8.875100e-19, 8.833040e-19, -1.914010e-20, -1.775698e+02, 1.322846e-09, 9.500628e-10, -4.982728e-01, 7.043676e-01, -9.750281e-03 
9.490000e+01, 1.185000e-09, -6.384000e-10, 8.619580e-19, 8.986600e-19, -1.024460e-20, -1.774189e+02, 1.346024e-09, 9.374269e-10, -4.941527e-01, 6.976609e-01, -2.381036e-02 
9.500000e+01, 1.029000e-09, -4.912000e-10, 8.752710e-19, 8.828250e-19, -4.813590e-21, -1.788602e+02, 1.140227e-09, 9.383047e-10, -4.453694e-01, 8.216308e-01, -6.784305e-03 
9.510000e+01, 1.138000e-09, -3.629000e-10, 8.864010e-19, 7.936400e-19, 2.219700e-20, -1.784566e+02, 1.194462e-09, 9.300476e-10, -3.086983e-01, 7.558234e-01, 5.353367e-02 
9.520000e+01, 1.261000e-09, -4.341000e-10, 8.429560e-19, 8.336080e-19, 4.951610e-21, -1.774993e+02, 1.333628e-09, 9.159244e-10, -3.315437e-01, 6.862710e-01, 8.087300e-03 
9.530000e+01, 1.165000e-09, -5.782000e-10, 8.343470e-19, 8.133210e-19, -2.408490e-20, -1.777172e+02, 1.300592e-09, 9.216146e-10, -4.606905e-01, 6.869741e-01, -7.519322e-03 
9.540000e+01, 1.099000e-09, -4.982000e-10, 8.223690e-19, 7.970650e-19, 1.819630e-20, -1.783684e+02, 1.206650e-09, 8.968669e-10, -4.256124e-01, 7.481944e-01, 2.656285e-02 
9.550000e+01, 1.139000e-09, -4.582000e-10, 9.834530e-19, 8.864240e-19, -9.710040e-21, -1.782181e+02, 1.227709e-09, 9.882621e-10, -3.824727e-01, 7.698085e-01, 2.846997e-02 
9.560000e+01, 1.043000e-09, -4.366000e-10, 8.831240e-19, 8.751780e-19, -3.366140e-20, -1.789331e+02, 1.130694e-09, 9.517976e-10, -3.964375e-01, 8.165305e-01, -2.366256e-02 
9.570000e+01, 1.018000e-09, -4.759000e-10, 8.260220e-19, 8.936640e-19, 3.437660e-20, -1.789866e+02, 1.123746e-09, 9.009865e-10, -4.372992e-01, 8.479165e-01, -4.548044e-03 
9.580000e+01, 1.016000e-09, -3.145000e-10, 7.784620e-19, 7.884070e-19, 2.326980e-20, -1.794647e+02, 1.063563e-09, 8.753200e-10, -3.001926e-01, 8.413319e-01, 2.092714e-02 
